message_id,category,confidence,reason
MSG_0333,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0334,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0335,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0336,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0337,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0338,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0339,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0340,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0341,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0342,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0343,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0344,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0345,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0346,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0347,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0348,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0349,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0350,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0351,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0352,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0353,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0354,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0355,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0356,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0357,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0358,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0359,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0360,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0361,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0362,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0363,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0364,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0365,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0366,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0367,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0368,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0369,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0370,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0371,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0372,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0373,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0374,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0375,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0376,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0377,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0378,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0379,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0380,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0381,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0382,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0383,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0384,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0385,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0386,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0387,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0388,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0389,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0390,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0391,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0392,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0393,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0394,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0395,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0396,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0397,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0398,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0399,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0400,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0401,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0402,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0403,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0404,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0405,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0406,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0407,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0408,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0409,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0410,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0411,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0412,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0413,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0414,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0415,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0416,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0417,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0418,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0419,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0420,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0421,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0422,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0423,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0424,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0425,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0426,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0427,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0428,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0429,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0430,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0431,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0432,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0433,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0434,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0435,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0436,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0437,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0438,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0439,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0440,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0441,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0442,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0443,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0444,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0445,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0446,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0447,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0448,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0449,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0450,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0451,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0452,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0453,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0454,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0455,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0456,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0457,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0458,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0459,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0460,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0461,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0462,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0463,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0464,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0465,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0466,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0467,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0468,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0469,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0470,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0471,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0472,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0473,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0474,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0475,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0476,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0477,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0478,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0479,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0480,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0481,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0482,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0483,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0484,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0485,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0486,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0487,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0488,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0489,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0490,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0491,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0492,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0493,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0494,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0495,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0496,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0497,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0498,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0499,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0500,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0501,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0502,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0503,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0504,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0505,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0506,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0507,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0508,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0509,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0510,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0511,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0512,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0513,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0514,Personal Information,0.75,The message contains a personal detail about the sender or another person.
MSG_0515,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0516,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0517,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0518,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0519,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0520,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0521,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0522,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0523,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0524,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0525,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0526,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0527,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0528,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0529,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0530,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0531,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0532,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0533,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0534,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0535,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0536,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0537,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0538,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0539,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0540,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0541,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0542,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0543,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0544,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0545,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0546,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0547,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0548,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0549,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0550,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0551,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0552,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0553,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0554,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0555,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0556,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0557,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0558,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0559,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0560,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0561,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0562,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0563,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0564,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0565,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0566,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0567,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0568,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0569,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0570,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0571,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0572,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0573,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0574,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0575,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0576,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0577,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0578,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0579,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0580,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0581,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0582,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0583,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0584,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0585,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0586,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0587,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0588,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0589,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0590,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0591,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0592,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0593,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0594,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0595,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0596,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0597,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0598,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0599,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0600,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0601,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0602,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0603,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0604,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0605,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0606,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0607,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0608,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0609,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0610,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0611,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0612,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0613,Personal Information,0.75,The message contains a personal detail about the sender or another person.
MSG_0614,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0615,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0616,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0617,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0618,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0619,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0620,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0621,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0622,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0623,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0624,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0625,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0626,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0627,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0628,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0629,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0630,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0631,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0632,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0633,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0634,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0635,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0636,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0637,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0638,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0639,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0640,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0641,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0642,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0643,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0644,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0645,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0646,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0647,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0648,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0649,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0650,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0651,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0652,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0653,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0654,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0655,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0656,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0657,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0658,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0659,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0660,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0661,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0662,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0663,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
